Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
889, Construct Binary Tree from Preorder and Postorder Traversal,71.70%,FALSE,Medium,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/description,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/solutions
890, Find and Replace Pattern,76.80%,FALSE,Medium,https://leetcode.com/problems/find-and-replace-pattern/description,https://leetcode.com/problems/find-and-replace-pattern/solutions
891, Sum of Subsequence Widths,38.30%,FALSE,Hard,https://leetcode.com/problems/sum-of-subsequence-widths/description,https://leetcode.com/problems/sum-of-subsequence-widths/solutions
892, Surface Area of 3D Shapes,66.80%,FALSE,Easy,https://leetcode.com/problems/surface-area-of-3d-shapes/description,https://leetcode.com/problems/surface-area-of-3d-shapes/solutions
893, Groups of Special-Equivalent Strings,72.10%,FALSE,Medium,https://leetcode.com/problems/groups-of-special-equivalent-strings/description,https://leetcode.com/problems/groups-of-special-equivalent-strings/solutions
894, All Possible Full Binary Trees,82.80%,FALSE,Medium,https://leetcode.com/problems/all-possible-full-binary-trees/description,https://leetcode.com/problems/all-possible-full-binary-trees/solutions
895, Maximum Frequency Stack,66.50%,FALSE,Hard,https://leetcode.com/problems/maximum-frequency-stack/description,https://leetcode.com/problems/maximum-frequency-stack/solutions
896, Monotonic Array,61.40%,FALSE,Easy,https://leetcode.com/problems/monotonic-array/description,https://leetcode.com/problems/monotonic-array/solutions
897, Increasing Order Search Tree,78.40%,FALSE,Easy,https://leetcode.com/problems/increasing-order-search-tree/description,https://leetcode.com/problems/increasing-order-search-tree/solutions
898, Bitwise ORs of Subarrays,39.60%,FALSE,Medium,https://leetcode.com/problems/bitwise-ors-of-subarrays/description,https://leetcode.com/problems/bitwise-ors-of-subarrays/solutions
899, Orderly Queue,66.00%,FALSE,Hard,https://leetcode.com/problems/orderly-queue/description,https://leetcode.com/problems/orderly-queue/solutions
900, RLE Iterator,59.60%,FALSE,Medium,https://leetcode.com/problems/rle-iterator/description,https://leetcode.com/problems/rle-iterator/solutions
901, Online Stock Span,66.60%,FALSE,Medium,https://leetcode.com/problems/online-stock-span/description,https://leetcode.com/problems/online-stock-span/solutions
902, Numbers At Most N Given Digit Set,42.70%,FALSE,Hard,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/description,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/solutions
903, Valid Permutations for DI Sequence,57.30%,FALSE,Hard,https://leetcode.com/problems/valid-permutations-for-di-sequence/description,https://leetcode.com/problems/valid-permutations-for-di-sequence/solutions
904, Fruit Into Baskets,44.90%,FALSE,Medium,https://leetcode.com/problems/fruit-into-baskets/description,https://leetcode.com/problems/fruit-into-baskets/solutions
905, Sort Array By Parity,76.20%,FALSE,Easy,https://leetcode.com/problems/sort-array-by-parity/description,https://leetcode.com/problems/sort-array-by-parity/solutions
906, Super Palindromes,39.00%,FALSE,Hard,https://leetcode.com/problems/super-palindromes/description,https://leetcode.com/problems/super-palindromes/solutions
907, Sum of Subarray Minimums,37.30%,FALSE,Medium,https://leetcode.com/problems/sum-of-subarray-minimums/description,https://leetcode.com/problems/sum-of-subarray-minimums/solutions
908, Smallest Range I,70.70%,FALSE,Easy,https://leetcode.com/problems/smallest-range-i/description,https://leetcode.com/problems/smallest-range-i/solutions
909, Snakes and Ladders,43.90%,FALSE,Medium,https://leetcode.com/problems/snakes-and-ladders/description,https://leetcode.com/problems/snakes-and-ladders/solutions
910, Smallest Range II,36.50%,FALSE,Medium,https://leetcode.com/problems/smallest-range-ii/description,https://leetcode.com/problems/smallest-range-ii/solutions
911, Online Election,52.20%,FALSE,Medium,https://leetcode.com/problems/online-election/description,https://leetcode.com/problems/online-election/solutions
912, Sort an Array,57.80%,FALSE,Medium,https://leetcode.com/problems/sort-an-array/description,https://leetcode.com/problems/sort-an-array/solutions
913, Cat and Mouse,33.80%,FALSE,Hard,https://leetcode.com/problems/cat-and-mouse/description,https://leetcode.com/problems/cat-and-mouse/solutions
914, X of a Kind in a Deck of Cards,29.90%,FALSE,Easy,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/description,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/solutions
915, Partition Array into Disjoint Intervals,48.80%,FALSE,Medium,https://leetcode.com/problems/partition-array-into-disjoint-intervals/description,https://leetcode.com/problems/partition-array-into-disjoint-intervals/solutions
916, Word Subsets,51.80%,FALSE,Medium,https://leetcode.com/problems/word-subsets/description,https://leetcode.com/problems/word-subsets/solutions
917, Reverse Only Letters,65.50%,FALSE,Easy,https://leetcode.com/problems/reverse-only-letters/description,https://leetcode.com/problems/reverse-only-letters/solutions
918, Maximum Sum Circular Subarray,45.70%,FALSE,Medium,https://leetcode.com/problems/maximum-sum-circular-subarray/description,https://leetcode.com/problems/maximum-sum-circular-subarray/solutions
919, Complete Binary Tree Inserter,66.00%,FALSE,Medium,https://leetcode.com/problems/complete-binary-tree-inserter/description,https://leetcode.com/problems/complete-binary-tree-inserter/solutions
923, 3Sum With Multiplicity,45.50%,FALSE,Medium,https://leetcode.com/problems/3sum-with-multiplicity/description,https://leetcode.com/problems/3sum-with-multiplicity/solutions
924, Minimize Malware Spread,42.10%,FALSE,Hard,https://leetcode.com/problems/minimize-malware-spread/description,https://leetcode.com/problems/minimize-malware-spread/solutions
925, Long Pressed Name,32.30%,FALSE,Easy,https://leetcode.com/problems/long-pressed-name/description,https://leetcode.com/problems/long-pressed-name/solutions
926, Flip String to Monotone Increasing,61.50%,FALSE,Medium,https://leetcode.com/problems/flip-string-to-monotone-increasing/description,https://leetcode.com/problems/flip-string-to-monotone-increasing/solutions
927, Three Equal Parts,40.10%,FALSE,Hard,https://leetcode.com/problems/three-equal-parts/description,https://leetcode.com/problems/three-equal-parts/solutions
928, Minimize Malware Spread II,44.10%,FALSE,Hard,https://leetcode.com/problems/minimize-malware-spread-ii/description,https://leetcode.com/problems/minimize-malware-spread-ii/solutions
929, Unique Email Addresses,67.30%,FALSE,Easy,https://leetcode.com/problems/unique-email-addresses/description,https://leetcode.com/problems/unique-email-addresses/solutions
930, Binary Subarrays With Sum,63.80%,FALSE,Medium,https://leetcode.com/problems/binary-subarrays-with-sum/description,https://leetcode.com/problems/binary-subarrays-with-sum/solutions
931, Minimum Falling Path Sum,62.80%,FALSE,Medium,https://leetcode.com/problems/minimum-falling-path-sum/description,https://leetcode.com/problems/minimum-falling-path-sum/solutions
932, Beautiful Array,66.00%,FALSE,Medium,https://leetcode.com/problems/beautiful-array/description,https://leetcode.com/problems/beautiful-array/solutions
933, Number of Recent Calls,76.30%,FALSE,Easy,https://leetcode.com/problems/number-of-recent-calls/description,https://leetcode.com/problems/number-of-recent-calls/solutions
934, Shortest Bridge,58.00%,FALSE,Medium,https://leetcode.com/problems/shortest-bridge/description,https://leetcode.com/problems/shortest-bridge/solutions
935, Knight Dialer,60.60%,FALSE,Medium,https://leetcode.com/problems/knight-dialer/description,https://leetcode.com/problems/knight-dialer/solutions
936, Stamping The Sequence,62.50%,FALSE,Hard,https://leetcode.com/problems/stamping-the-sequence/description,https://leetcode.com/problems/stamping-the-sequence/solutions
937, Reorder Data in Log Files,56.50%,FALSE,Medium,https://leetcode.com/problems/reorder-data-in-log-files/description,https://leetcode.com/problems/reorder-data-in-log-files/solutions
938, Range Sum of BST,87.10%,FALSE,Easy,https://leetcode.com/problems/range-sum-of-bst/description,https://leetcode.com/problems/range-sum-of-bst/solutions
939, Minimum Area Rectangle,54.30%,FALSE,Medium,https://leetcode.com/problems/minimum-area-rectangle/description,https://leetcode.com/problems/minimum-area-rectangle/solutions
940, Distinct Subsequences II,43.20%,FALSE,Hard,https://leetcode.com/problems/distinct-subsequences-ii/description,https://leetcode.com/problems/distinct-subsequences-ii/solutions
941, Valid Mountain Array,33.60%,FALSE,Easy,https://leetcode.com/problems/valid-mountain-array/description,https://leetcode.com/problems/valid-mountain-array/solutions
942, DI String Match,79.20%,FALSE,Easy,https://leetcode.com/problems/di-string-match/description,https://leetcode.com/problems/di-string-match/solutions
943, Find the Shortest Superstring,44.20%,FALSE,Hard,https://leetcode.com/problems/find-the-shortest-superstring/description,https://leetcode.com/problems/find-the-shortest-superstring/solutions
944, Delete Columns to Make Sorted,74.70%,FALSE,Easy,https://leetcode.com/problems/delete-columns-to-make-sorted/description,https://leetcode.com/problems/delete-columns-to-make-sorted/solutions
945, Minimum Increment to Make Array Unique,60.10%,FALSE,Medium,https://leetcode.com/problems/minimum-increment-to-make-array-unique/description,https://leetcode.com/problems/minimum-increment-to-make-array-unique/solutions
946, Validate Stack Sequences,69.60%,FALSE,Medium,https://leetcode.com/problems/validate-stack-sequences/description,https://leetcode.com/problems/validate-stack-sequences/solutions
947, Most Stones Removed with Same Row or Column,62.10%,FALSE,Medium,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/description,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/solutions
948, Bag of Tokens,59.00%,FALSE,Medium,https://leetcode.com/problems/bag-of-tokens/description,https://leetcode.com/problems/bag-of-tokens/solutions
949, Largest Time for Given Digits,35.40%,FALSE,Medium,https://leetcode.com/problems/largest-time-for-given-digits/description,https://leetcode.com/problems/largest-time-for-given-digits/solutions
950, Reveal Cards In Increasing Order,83.00%,FALSE,Medium,https://leetcode.com/problems/reveal-cards-in-increasing-order/description,https://leetcode.com/problems/reveal-cards-in-increasing-order/solutions
951, Flip Equivalent Binary Trees,67.10%,FALSE,Medium,https://leetcode.com/problems/flip-equivalent-binary-trees/description,https://leetcode.com/problems/flip-equivalent-binary-trees/solutions
952, Largest Component Size by Common Factor,41.00%,FALSE,Hard,https://leetcode.com/problems/largest-component-size-by-common-factor/description,https://leetcode.com/problems/largest-component-size-by-common-factor/solutions
953, Verifying an Alien Dictionary,55.20%,FALSE,Easy,https://leetcode.com/problems/verifying-an-alien-dictionary/description,https://leetcode.com/problems/verifying-an-alien-dictionary/solutions
954, Array of Doubled Pairs,39.20%,FALSE,Medium,https://leetcode.com/problems/array-of-doubled-pairs/description,https://leetcode.com/problems/array-of-doubled-pairs/solutions
955, Delete Columns to Make Sorted II,35.40%,FALSE,Medium,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/description,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/solutions
956, Tallest Billboard,52.10%,FALSE,Hard,https://leetcode.com/problems/tallest-billboard/description,https://leetcode.com/problems/tallest-billboard/solutions
957, Prison Cells After N Days,39.00%,FALSE,Medium,https://leetcode.com/problems/prison-cells-after-n-days/description,https://leetcode.com/problems/prison-cells-after-n-days/solutions
958, Check Completeness of a Binary Tree,57.30%,FALSE,Medium,https://leetcode.com/problems/check-completeness-of-a-binary-tree/description,https://leetcode.com/problems/check-completeness-of-a-binary-tree/solutions
959, Regions Cut By Slashes,78.00%,FALSE,Medium,https://leetcode.com/problems/regions-cut-by-slashes/description,https://leetcode.com/problems/regions-cut-by-slashes/solutions
960, Delete Columns to Make Sorted III,58.40%,FALSE,Hard,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/description,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/solutions
961, N-Repeated Element in Size 2N Array,77.00%,FALSE,Easy,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/description,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/solutions
962, Maximum Width Ramp,50.70%,FALSE,Medium,https://leetcode.com/problems/maximum-width-ramp/description,https://leetcode.com/problems/maximum-width-ramp/solutions
963, Minimum Area Rectangle II,55.30%,FALSE,Medium,https://leetcode.com/problems/minimum-area-rectangle-ii/description,https://leetcode.com/problems/minimum-area-rectangle-ii/solutions
964, Least Operators to Express Number,48.70%,FALSE,Hard,https://leetcode.com/problems/least-operators-to-express-number/description,https://leetcode.com/problems/least-operators-to-express-number/solutions
